도서관명,시도명,시군구명,도서관유형,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),소재지도로명주소,부지면적,건물면적
쉼북카페 도서관,광주광역시,서구,작은도서관,30,20000,0,0,광주광역시 서구 풍암신흥로 58,,66
쉼터작은도서관,광주광역시,서구,작은도서관,30,1230,0,0,광주광역시 서구 금화로 32,,413
신동아아파트작은도서관,광주광역시,서구,작은도서관,10,2000,0,0,광주광역시 서구 월드컵4강로28번길 60,,40
신일작은도서관,광주광역시,서구,작은도서관,20,2200,0,0,광주광역시 서구 화운로309번길 4,,150.7
대구역서희스타힐스 작은도서관,대구광역시,북구,작은도서관,15,5000,0,0,"대구광역시 북구 칠성남로 101(칠성동2가,대구역 서희스타힐스)",,33.1
대구지식산업작은도서관,대구광역시,북구,작은도서관,16,2050,2,0,"대구광역시 북구 팔거천동로 396, 2층(동호동)",,45
대현 휴 도서관,대구광역시,북구,작은도서관,35,4900,0,5,"대구광역시 북구 대현남로 25(대현동, 대현한신휴플러스)",,61.96
대현도서관,대구광역시,북구,공공도서관,196,74376,71,0,대구광역시 북구 대현남로43,687.18,847.64
대현이편한세상도서관,대구광역시,북구,작은도서관,45,8800,1,0,"대구광역시 북구 대현로 10길 82(대현동, 대현 e-편한세상)",,94.9
더불어숲 도서관,대구광역시,북구,공공도서관,75,33353,10,1420,대구광역시 북구 학남로17길2,,320.6
매화작은도서관,대구광역시,북구,작은도서관,40,8550,1,0,"대구광역시 북구 매전로 17(매천동, 매천화성파크드림)",,148
모퉁이작은도서관,대구광역시,북구,작은도서관,15,2390,12,0,"대구광역시 북구 칠성로 73(칠성동2가, 광명맨션)",,59.5
무지개작은도서관,대구광역시,북구,작은도서관,52,6000,2,0,"대구광역시 북구 관음중앙로 98-1, 3층(관음동)",,85
부광더불어숲 작은도서관,대구광역시,북구,작은도서관,40,0,0,0,대구광역시 북구 칠곡중앙대로52길 38 (태전동),,60
아름동도서관,세종특별자치시,없음,공공도서관,160,63241,14,550,세종특별자치시 보듬3로114,11820,1735.64
광명도서관,경기도,광명시,공공도서관,1009,250196,232,27389,경기도 광명시 원광명안로 48,5027,9966
연서도서관,경기도,광명시,공공도서관,272,44571,85,1187,경기도 광명시 연서일로10,1587,845
큰나루작은도서관,전북특별자치도,전주시,작은도서관,26,11407,0,0,전북특별자치도 전주시 덕진구 송천중앙로 36,,179
팔복작은도서관,전북특별자치도,전주시,작은도서관,74,12167,0,0,전북특별자치도 전주시 덕진구 신복5길 6,,270
평화꿈틀작은도서관,전북특별자치도,전주시,작은도서관,50,13344,0,0,전북특별자치도 전주시 완산구 덕적골2길 25,,179
행복나눔작은도서관,전북특별자치도,전주시,작은도서관,39,12118,29,0,전북특별자치도 전주시 완산구 따박골5길 36,,168
호성작은도서관,전북특별자치도,전주시,작은도서관,24,14667,0,0,전북특별자치도 전주시 덕진구 동부대로 869,,370
효사랑건강작은도서관,전북특별자치도,전주시,작은도서관,40,11132,0,0,전북특별자치도 전주시 완산구 용머리로 73(효자동1가),,138
연수청학도서관,인천광역시,연수구,공공도서관,400,80637,78,4187,인천광역시 연수구 솔샘로 146,1298.2,2598
연수꿈담도서관,인천광역시,연수구,공공도서관,500,48357,58,7882,인천광역시 연수구 먼우금로 164,1334.6,1775
송도국제어린이도서관,인천광역시,연수구,어린이도서관,200,70311,25,28190,인천광역시 연수구 컨벤시아대로 43,908,1702.61
해돋이도서관,인천광역시,연수구,공공도서관,200,69579,41,2369,인천광역시 연수구 해돋이로 7,836.66,1490.82
선학별빛도서관,인천광역시,연수구,공공도서관,200,59111,78,2883,인천광역시 연수구 넘말로30,437,1772.58
동춘나래도서관,인천광역시,연수구,공공도서관,95,39288,39,1442,인천광역시 연수구 봉재산로54번길 30,2876,1147
함박비류도서관,인천광역시,연수구,공공도서관,23,37311,59,2411,인천광역시 연수구 함박안로 218,7039.1,1019.09
옥련1동작은도서관,인천광역시,연수구,작은도서관,34,37311,0,0,인천광역시 연수구 비류대로 186번길 14,349.04,1647.44
은혜작은도서관,광주광역시,북구,작은도서관,11,2200,0,0,광주광역시 북구 문화소통로302번길 35(문화동),,33.54
이음도서관,광주광역시,북구,작은도서관,17,4323,0,0,광주광역시 북구 삼정로 7(두암동),,47
꿈이 있는 도서관,대구광역시,북구,작은도서관,35,5750,0,0,대구광역시 북구 검단동로 16(검단동),,115
노원행복도서관,대구광역시,북구,작은도서관,20,2555,8,0,대구광역시 북구 노원로 134,,104
대구LH도남1단지 작은도서관,대구광역시,북구,작은도서관,50,1825,3,0,대구광역시 북구 도남길 96,,189
대구노원한신더휴 작은도서관,대구광역시,북구,작은도서관,24,1200,0,0,대구광역시 북구 노원로10길 40(노원동),,80.39
상록도서관,광주광역시,서구,공공도서관,214,62967,26,3873,광주광역시 서구 상무대로1171번길 11,1224,1696.85
상무광명메이루즈작은도서관,광주광역시,서구,작은도서관,16,2000,0,0,광주광역시 서구 시청로 27,,118
상무버들1단지작은도서관,광주광역시,서구,작은도서관,30,2000,0,10,광주광역시 서구 상무버들로40번길 14,,33
상무양우내안애작은도서관,광주광역시,서구,작은도서관,30,3000,0,0,광주광역시 서구 백석길 22-14,,107.677
상무작은도서관,광주광역시,서구,작은도서관,20,4000,0,0,광주광역시 서구 상무대로955번길 37-11,,82.5
서광작은도서관,광주광역시,서구,작은도서관,30,2112,0,0,광주광역시 서구 월드컵4강로197번길 37-2,,61.98
서구 스마트도서관 2호점(서구청),광주광역시,서구,공공도서관,0,370,0,0,광주광역시 서구 경열로 33,6,6
서구 스마트도서관 3호점(운천역),광주광역시,서구,공공도서관,0,207,0,0,광주광역시 서구 상무대로 지하 883,5,5
서구 스마트도서관 4호점(풍암동),광주광역시,서구,공공도서관,0,346,0,0,광주광역시 서구 풍암1로 27,12,12
서구 스마트도서관 5호점(동천동),광주광역시,서구,공공도서관,0,361,0,0,광주광역시 서구 천변우하로 391,13,13
서구공공도서관,광주광역시,서구,공공도서관,321,61685,33,48,광주광역시 서구 마재로 3,1250,835
송정동늘푸른작은도서관,서울특별시,성동구,공공도서관,6,5713,1,0,서울특별시 성동구 송정동 송정14길 19 송정동주민자치센터,29,29
옥수동북카페,서울특별시,성동구,공공도서관,5,3861,1,0,서울특별시 성동구 독서당로 203,24,24
왕십리도선동희망문고,서울특별시,성동구,공공도서관,35,6626,1,0,서울특별시 성동구 상왕십리동 마장로 141,99.35,99.35
왕십리제2동작은도서관,서울특별시,성동구,공공도서관,7,3292,1,0,서울특별시 성동구 무학봉길 69 (하왕십리동),50.58,50.58
용답동어린이작은도서관,서울특별시,성동구,공공도서관,20,6152,1,0,서울특별시 성동구 용답동 용답중앙23길 20 용답동주민센터,103,103
응봉동어린이작은도서관,서울특별시,성동구,공공도서관,18,6378,1,0,서울특별시 성동구 응봉동 독서당로 424,84,84
행당제2동어린이작은도서관,서울특별시,성동구,공공도서관,40,11759,1,0,서울특별시 성동구 행당동 행당로9길 9 행당제2동주민센터,100,100
성동구립숲속도서관,서울특별시,성동구,공공도서관,70,11043,12,0,서울특별시 성동구 매봉길 49-29 성동구립숲속도서관,2659.7,272.95
이천시립도서관,경기도,이천시,공공도서관,473,164308,64,15058,경기도 이천시 설봉로81번길 50,5711,3296
이천시립청미도서관,경기도,이천시,공공도서관,232,114892,41,3945,경기도 이천시 장호원읍 서동대로8829번길 53-6,3305,1941
이천시립어린이도서관,경기도,이천시,공공도서관,280,104777,33,5788,경기도 이천시 남천로 31,11168,2158
영종도서관,인천광역시,중구,공공도서관,311,105334,116,5588,인천광역시 중구 영종대로 85,,
무주반딧불작은도서관,전북특별자치도,무주군,작은도서관,40,13336,3,20,전북특별자치도 무주군 설천면 하평지길 8-8,133.68,133.68
샘누리작은도서관,전북특별자치도,무주군,작은도서관,40,10658,0,0,전북특별자치도 무주군 무주읍 신교로3길 10,130,130
안성작은도서관,전북특별자치도,무주군,작은도서관,35,13004,2,5,전북특별자치도 무주군 안성면 안성로 288-15,83.08,83.08
오색단풍작은도서관,전북특별자치도,무주군,작은도서관,35,2715,0,0,전북특별자치도 무주군 적상면 적상산로 59,132.7,132.7
보름달작은도서관,경상남도,합천군,작은도서관,10,3300,3,30,경상남도 합천군 야로면 야로길 10,330.58,66.11
새마을문고센터,경상남도,합천군,작은도서관,50,2500,0,5,경상남도 합천군 합천읍 충효로 11-1,,66.11
향파새마을작은도서관,경상남도,합천군,작은도서관,14,7300,0,0,경상남도 합천군 합천읍 동서로 39,,51.9
토끼와거북이 리더십도서관,경상남도,합천군,작은도서관,20,2000,0,0,경상남도 합천군 합천읍 동서로 124-5,99.17,82.64
관기교회문고,경상남도,합천군,작은도서관,15,2771,4,131,경상남도 합천군 묘산면 관기길 13-18,437,72.6
적중문고,경상남도,합천군,작은도서관,20,2620,5,0,경상남도 합천군 적중면 상부1길17,357.02,82.64
도토리와친구들어린이도서관,경상남도,합천군,작은도서관,50,6431,2,50,경상남도 합천군 초계면 초계중앙로 106-10,330.58,198.35
하브루타도서관,인천광역시,부평구,작은도서관,20,1300,0,0,인천광역시 부평구 경인로931번길18(부평동),,140
상동무지개작은도서관,인천광역시,부평구,작은도서관,30,2653,0,0,인천광역시 부평구 송내대로373번길28 2층(삼산동),,62.4
지혜로작은도서관,인천광역시,부평구,작은도서관,15,1250,0,0,"인천광역시 부평구 마장로324번길8-17, 4층(산곡동)",,152.51
로뎀나무도서관,인천광역시,부평구,작은도서관,20,2404,0,0,"인천광역시 부평구 영성동로 35, 부성교회(삼산동)",,141.2
꿈쟁이어린이도서관,인천광역시,부평구,작은도서관,26,8192,0,0,인천광역시 부평구 부흥로 213 주안교회(산곡동),,192.87
꿈꾸는작은도서관,인천광역시,부평구,작은도서관,24,6500,0,0,"인천광역시 부평구 하정로19번길 5, 십정중부감리교회(십정동)",,54.72
열방작은도서관,인천광역시,부평구,작은도서관,10,1300,0,0,인천광역시 부평구 수변로 68-1,,37.62
한아름작은도서관,인천광역시,부평구,작은도서관,16,1099,0,0,인천광역시 부평구 주부토로146번길 35-8,,43.2
부평현대1단지아파트작은도서관,인천광역시,부평구,작은도서관,60,1291,0,0,인천광역시 부평구 경원대로 1269,,117
수성구립수성못그림책도서관,대구광역시,수성구,공공도서관,106,7292,22,0,"대구광역시 수성구 무학로 112, 1층",28112,437.99
호연이음터작은도서관,경기도,화성시,작은도서관,8,10188,12,0,"경기도 화성시 동탄대로3길 17-9, 3층",140,140
서신작은도서관,경기도,화성시,작은도서관,25,4128,0,0,"경기도 화성시 서신면 궁평항로1702, 2층",100,100
포천시립중앙도서관,경기도,포천시,공공도서관,326,106409,71,1381,경기도 포천시 중앙로207번길26,7249,4919
포천시립소흘도서관,경기도,포천시,공공도서관,185,84221,77,1733,경기도 포천시 송우로 101-29,4003.1,1985.01
포천시립가산도서관,경기도,포천시,공공도서관,54,36815,43,1075,경기도 포천시 가산면 선마로 223,6648,1078.96
포천시립일동도서관,경기도,포천시,공공도서관,260,84822,46,2774,경기도 포천시 일동면 화동로 1021,1745,1999.85
고창군립성호도서관,전북특별자치도,고창군,공공도서관,60,40657,7,0,전북특별자치도 고창군 고창읍 모양성로 50,778.26,778.26
고수해마루작은도서관,전북특별자치도,고창군,작은도서관,30,12763,0,0,전북특별자치도 고창군 고수면 고수로 18-5,271,271
아산선운산작은도서관,전북특별자치도,고창군,작은도서관,21,11104,2,0,전북특별자치도 고창군 아산면 녹두로 786,213,213
대산큰별작은도서관,전북특별자치도,고창군,작은도서관,13,7006,0,0,전북특별자치도 고창군 대산면 대산시장길 19-2,91.2,91.2
무장글샘작은도서관,전북특별자치도,고창군,작은도서관,10,7107,2,0,전북특별자치도 고창군 무장면 녹두로 8,199.8,199.8
